周边ID,中文简记,正式商品名,厂商/渠道,清理判定,判定理由,处理动作,清理前图片状态,清理前本地图,清理前Fallback,图片来源说明,图片来源URL,图片类型
KR-MER-0217,!! Arcana Card Collection 3,鬼龍紅郎 「あんさんぶるスターズ!! アルカナカードコレクション3」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892369974.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892369974.jpg.webp,档案单品原图
KR-MER-0218,追忆Selection 场面写明信片 后期特典,鬼龍紅郎 特製 場面写ポストカード 「あんさんぶるスターズ!! 追憶セレクション POP-UP STORE」 グッズ購入特典 後期,カミオジャパン,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892595431.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892595431.jpg.webp,档案单品原图
KR-MER-0219,Crossroad Picharm 红月衣装 双人透明卡,蓮巳敬人＆鬼龍紅郎(紅月衣装ver.) 「追憶セレクション POP-UP STORE クロスロード Picharm トレーディングクリアカード」,カミオジャパン,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0219.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/search?category=&search_word=%E8%93%AE%E5%B7%B3%E6%95%AC%E4%BA%BA+%E3%82%AB%E3%83%BC%E3%83%89,封口主图
KR-MER-0220,Crossroad Picharm Deadmans服 双人透明卡,蓮巳敬人＆鬼龍紅郎(デッドマンズ衣装ver./ライト緑) 「追憶セレクション POP-UP STORE クロスロード Picharm トレーディングクリアカード」,カミオジャパン,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0220.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/search?category=&search_word=%E8%93%AE%E5%B7%B3%E6%95%AC%E4%BA%BA+%E3%82%AB%E3%83%BC%E3%83%89,封口主图
KR-MER-0221,DREAM LIVEくじ Clear Photo Card 1,鬼龍紅郎 クリアフォトカード1 「あんさんぶるスターズ!! DREAM LIVEくじ」 C賞,ローソンエンタテインメント,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0221.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/892723871.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892723871.jpg.webp,档案单品原图
KR-MER-0222,!! Clear Card Collection Gum 4 SP.72,SP.72[スペシャルカード]：鬼龍紅郎 「あんさんぶるスターズ!! クリアカードコレクションガム4」,エンスカイ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0222.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gu597512.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gu597512.jpg.webp,档案单品原图
KR-MER-0224,中国限定 星幻时序拍立得卡,鬼龍紅郎 「あんさんぶるスターズ!! 星幻時序チェキ」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892390734.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892390734.jpg.webp,档案单品原图
KR-MER-0225,中国限定 星灿Polaroid,鬼龍紅郎 「あんさんぶるスターズ!! 星燦ポロライド」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892174631.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892174631.jpg.webp,档案单品原图
KR-MER-0226,中国限定 恋恋系列学生证 A组,鬼龍紅郎 「あんさんぶるスターズ!! 恋恋シリーズ学生証 Aグループ」 中国限定,中国官方渠道,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/892390784.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/892390784.jpg.webp,档案单品原图
KR-MER-0227,中国限定 聚光舞台10周年拍立得风卡,鬼龍紅郎 中国 聚光舞台10周年 チェキ風カード,中国官方渠道,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0227.webp,https://static.mercdn.net/item/detail/orig/photos/m47554757575_1.jpg?1786161894,Mercari鬼龍紅郎精确聚光舞台10周年单卡实物,https://static.mercdn.net/item/detail/orig/photos/m47554757575_1.jpg?1786161894,精确二手角色单卡实物图
KR-MER-0228,Animate Cafe CoLotta 初代 A组,鬼龍紅郎 「あんさんぶるスターズ!×animatecafe CoLotta(トレーディングアクリルプレートキーホルダー) Aグループ」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608624516.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608624516.jpg.webp,档案单品原图
KR-MER-0229,Animate Cafe 野餐ver.亚克力立牌挂件,鬼龍紅郎 「あんさんぶるスターズ!×animatecafe トレーディングアクリルスタンドキーホルダー 夢ノ咲ピクニックver. Aグループ」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608624472.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608624472.jpg.webp,档案单品原图
KR-MER-0230,Namjatown Cat Festival A赏亚克力立牌,鬼龍紅郎 アクリルスタンド 「あんさんぶるスターズ! in ナンジャタウン ～キャット*フェスティバル～」 キャット・ライブガラポン!! A賞,ナムコ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608709327.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608709327.jpg.webp,档案单品原图
KR-MER-0231,Animate Cafe Blood Banquet亚克力立牌挂件,鬼龍紅郎 「あんさんぶるスターズ!×animatecafe トレーディングアクリルスタンドキーホルダー ブラッドバンケットver. Aグループ」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608717253.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608717253.jpg.webp,档案单品原图
KR-MER-0232,ぴた!でふぉめ 亚克力立牌 vol.2,鬼龍紅郎 「あんさんぶるスターズ! ぴた!でふぉめ アクリルスタンド vol.2」,タカラトミーアーツ,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0232.webp,https://static.mercdn.net/item/detail/orig/photos/m41961818279_1.jpg?1766643845,Mercari鬼龍紅郎ぴた!でふぉめアクスタ实物＋駿河屋唯一对应Vol.2角色档案,https://static.mercdn.net/item/detail/orig/photos/m41961818279_1.jpg?1766643845,精确同系列实物组图・角色无歧义裁切
KR-MER-0233,DREAM LIVE 3rd Double Star 亚克力立牌 B,鬼龍紅郎 「あんさんぶるスターズ! DREAM LIVE -3rd Tour Double Star!- アクリルスタンドコレクション ver.B」,DREAM LIVE,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608764595.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608764595.jpg.webp,档案单品原图
KR-MER-0234,红月亚克力板立牌,鬼龍紅郎 アクリルプレートスタンド 「あんさんぶるスターズ!」 紅月,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608785079.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608785079.jpg.webp,档案单品原图
KR-MER-0235,TV动画 Animate Cafe亚克力立牌挂件 A,鬼龍紅郎 「TVアニメ あんさんぶるスターズ!×animatecafe トレーディングアクリルスタンドキーホルダーA」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608816834.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608816834.jpg.webp,档案单品原图
KR-MER-0236,字母造型亚克力挂件,鬼龍紅郎 「あんさんぶるスターズ! イニシャルアクリルキーホルダーD」,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/608836942.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608836942.jpg.webp,档案单品原图
KR-MER-0237,新章红月亚克力立牌 2020,鬼龍紅郎 アクリルスタンド 紅月 「あんさんぶるスターズ!!」,ムービック,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508034031.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508034031.jpg.webp,档案单品原图
KR-MER-0239,Ani-Art 亚克力立牌 Ver.A,鬼龍紅郎 「あんさんぶるスターズ! トレーディング Ani-Art アクリルスタンド Ver.A」,アルマビアンカ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0239.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/608863256.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/608863256.jpg.webp,档案单品原图
KR-MER-0240,Domino厚板自立亚克力挂件,鬼龍紅郎 「あんさんぶるスターズ! トレーディングドミノアクリルキーホルダーB」,フロンティアワークス,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508085299.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508085299.jpg.webp,档案单品原图
KR-MER-0241,Ani-Art 亚克力立牌 ver.A vol.2,鬼龍紅郎 「あんさんぶるスターズ! トレーディング Ani-Art アクリルスタンド ver.A vol.2」,アルマビアンカ,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0241.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508135250.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508135250.jpg.webp,档案单品原图
KR-MER-0242,TV动画 Animate Cafe第二弹 樱ver.,鬼龍紅郎 「TVアニメ あんさんぶるスターズ!×animatecafe 第二弾 トレーディングアクリルスタンドキーホルダー(桜ver.) Aグループ」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508210417.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508210417.jpg.webp,档案单品原图
KR-MER-0243,5周年ありがとうSTORE 亚克力立牌 B,鬼龍紅郎 「あんさんぶるスターズ!! あんスタ!!5周年ありがとう!STORE in 東急プラザ表参道原宿 アクリルスタンドコレクション B」,官方STORE,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0243.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/508244362.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508244362.jpg.webp,档案单品原图
KR-MER-0244,满天×Switch Astro Magic World立牌 B,鬼龍紅郎 「あんさんぶるスターズ!! プラネタリウム“満天”×Switch アストロマジックワールド アクリルスタンドコレクションB」,トイズ・プランニング,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0244.webp,https://static.mercdn.net/item/detail/orig/photos/m99312300202_1.jpg?1754906950,Mercari紅月3点精确实物・台座Kuro Kiryu直印＋同Collection规格强证,https://static.mercdn.net/item/detail/orig/photos/m99312300202_1.jpg?1754906950,精确同组实物・商品本体角色名直印裁切
KR-MER-0245,读卖巨人联动亚克力立牌 B,鬼龍紅郎 「あんさんぶるスターズ!!×GIANTS トレーディングアクリルスタンドB」,読売新聞東京本社,非官图已撤,非官方图片来源：static.mercdn.net,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0245.webp,https://static.mercdn.net/item/detail/orig/photos/m54911219430_1.jpg?1743925554,Mercari鬼龍紅郎GIANTS精确单品实物＋駿河屋角色直证,https://static.mercdn.net/item/detail/orig/photos/m54911219430_1.jpg?1743925554,精确二手角色单品实物图
KR-MER-0246,Animate Cafe CoLotta vol.4 B,鬼龍紅郎 「あんさんぶるスターズ!!×animatecafe CoLotta vol.4(トレーディングアクリルプレートキーホルダー) グループB」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508671620.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508671620.jpg.webp,档案单品原图
KR-MER-0247,才能开花 Twinkle 亚克力挂件,鬼龍紅郎 才能開花トゥインクルアクキー 「あんさんぶるスターズ!!」,アニメイト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/508841573.jpg.webp,駿河屋鬼龍紅郎角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/508841573.jpg.webp,档案单品原图
KR-MER-0248,Crossroad Animate Cafe Deadmans极光立牌,鬼龍紅郎(デッドマンズ) 「あんさんぶるスターズ!! 追憶セレクション クロスロード×animatecafe トレーディング描き起こしビジュアル オーロラアクリルスタンドコレクション」,アニメイト,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0248.webp,,Crossroad封口图片工程,https://www.suruga-ya.jp/product/detail/560230068,封口主图
KR-MER-0249,8周年 mini Idol Charm,鬼龍紅郎 ES 8th Anniv. miniアイドルチャーム 「あんさんぶるスターズ!!」,pattythree,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/560118967.jpg.webp,駿河屋角色单品档案原图＋pattythree官方规格,https://cdn.suruga-ya.jp/database/pics_webp/game/560118967.jpg.webp,档案单品原图
KR-MER-0250,Starry Symphony dead of night×卡拉铁立牌,鬼龍紅郎 アクリルスタンド 「あんさんぶるスターズ!! Cast Live Starry Symphony -the dead of night-×カラオケの鉄人」,鉄人化計画,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0250.webp,,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/560335183.jpg.webp,档案单品原图
